Material,Second Derivative
38-1456-03,-2.985795020473865e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9852008072948216e-06
38-1456-03,-2.985052290953009e-06
38-1456-03,0.0
38-1456-03,-5.969510605194428e-06
38-1456-03,8.953820491737793e-06
38-1456-03,1.3253657608432813e-18
38-1456-03,-2.984309930853342e-06
38-1456-03,-2.984161503139857e-06
38-1456-03,5.968026180380094e-06
38-1456-03,-2.9838639203697052e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.982675721624415e-06
38-1456-03,5.965054912841053e-06
38-1456-03,-2.9823792059560726e-06
38-1456-03,2.982230970227532e-06
38-1456-03,-2.9820827492353564e-06
38-1456-03,0.0
38-1456-03,-2.9817863514473373e-06
38-1456-03,2.981638174647102e-06
38-1456-03,2.981489144386765e-06
38-1456-03,-2.9813401290235457e-06
38-1456-03,2.9811911285552114e-06
38-1456-03,-2.9810430109055793e-06
38-1456-03,0.0
38-1456-03,-2.980746819756435e-06
38-1456-03,8.941796238757612e-06
38-1456-03,-5.960901374918998e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.979858599352101e-06
38-1456-03,2.9797106140804853e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.979266746443157e-06
38-1456-03,8.937354143434499e-06
38-1456-03,-5.957938733961254e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9785249512648553e-06
38-1456-03,-2.9783770984231568e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9766014125518255e-06
38-1456-03,-2.9764537506111846e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.975568086532049e-06
38-1456-03,-2.9754197568707647e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-5.949361291494072e-06
38-1456-03,8.923599522927919e-06
38-1456-03,0.0
38-1456-03,-2.974238275295367e-06
38-1456-03,-2.9740908477148094e-06
38-1456-03,2.973943434748961e-06
38-1456-03,2.9737960363956485e-06
38-1456-03,-2.9736486526527004e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.97291022662227e-06
38-1456-03,-5.9455241351113815e-06
38-1456-03,5.945229572562111e-06
38-1456-03,-2.9724675195993804e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9715842258413937e-06
38-1456-03,-2.971437061249739e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9709956549185273e-06
38-1456-03,-2.9708485486163714e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.970110650848247e-06
38-1456-03,5.93992726434261e-06
38-1456-03,0.0
38-1456-03,-2.96966963847711e-06
38-1456-03,-2.969522663455536e-06
38-1456-03,2.969375702981431e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9686411187473576e-06
38-1456-03,-2.968494245512724e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9679046047392825e-06
38-1456-03,-2.9677578043717264e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.9667306082815033e-06
38-1456-03,5.933167848052025e-06
38-1456-03,1.3173627763208496e-18
38-1456-03,-2.9662905990271616e-06
38-1456-03,0.0
38-1456-03,-5.931992945678607e-06
38-1456-03,8.897547006200877e-06
38-1456-03,-2.965701545958301e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.964822268161201e-06
38-1456-03,-2.9646757725487287e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9635020422773496e-06
38-1456-03,-2.9633556771006647e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.962328954348238e-06
38-1456-03,-8.886548115064957e-06
38-1456-03,8.886109410404782e-06
38-1456-03,0.0
38-1456-03,-2.961744043672509e-06
38-1456-03,2.9615978520925388e-06
38-1456-03,-2.961451674943879e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.959112521910423e-06
38-1456-03,5.917933179984566e-06
38-1456-03,2.9588206724683368e-06
38-1456-03,-5.917446806170341e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-5.9167660124557704e-06
38-1456-03,5.916474292505709e-06
38-1456-03,2.9580904460479264e-06
38-1456-03,-2.9579437603914677e-06
38-1456-03,2.9577970892806582e-06
38-1456-03,-5.915302574149049e-06
38-1456-03,1.1830021996968339e-05
38-1456-03,-1.1829438903124858e-05
38-1456-03,0.0
38-1456-03,5.914136443931361e-06
38-1456-03,-2.9569224916067678e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.955463700772349e-06
38-1456-03,-5.9106362570295965e-06
38-1456-03,2.9551725705969523e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9540086232293956e-06
38-1456-03,-2.9538631942736e-06
38-1456-03,2.9537177796376528e-06
38-1456-03,-1.3116496241653357e-18
38-1456-03,-2.9534261413891585e-06
38-1456-03,-2.953279917943226e-06
38-1456-03,2.953133708975553e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.9525524235042406e-06
38-1456-03,2.952407137890071e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.951776220863084e-06
38-1456-03,-1.3108086421209456e-18
38-1456-03,0.0
38-1456-03,-2.9514366656111895e-06
38-1456-03,-2.951339881104181e-06
38-1456-03,0.0
38-1456-03,8.853293829751667e-06
38-1456-03,-8.852858402214621e-06
38-1456-03,5.90161364418544e-06
38-1456-03,-5.901321715778306e-06
38-1456-03,2.9505149081253615e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9500796954192873e-06
38-1456-03,-2.949934653047241e-06
38-1456-03,0.0
38-1456-03,-2.9497412844352366e-06
38-1456-03,0.0
38-1456-03,2.9494996114915864e-06
38-1456-03,2.949354626152853e-06
38-1456-03,-2.949209655067192e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.948774827307626e-06
38-1456-03,-2.948629159697175e-06
38-1456-03,-2.9484835035799366e-06
38-1456-03,2.9483378647497685e-06
38-1456-03,2.948192993599175e-06
38-1456-03,-2.948048136684819e-06
38-1456-03,2.9479032940046016e-06
38-1456-03,-2.9477584655564256e-06
38-1456-03,2.9476136513395027e-06
38-1456-03,-2.9474688513491173e-06
38-1456-03,-2.9473240655844816e-06
38-1456-03,5.8943585880869996e-06
38-1456-03,-5.8940690734481515e-06
38-1456-03,2.946889793624113e-06
38-1456-03,2.9467450647415186e-06
38-1456-03,-2.946600350074196e-06
38-1456-03,2.9464556496187436e-06
38-1456-03,-5.892620231112356e-06
38-1456-03,2.9461645958696083e-06
38-1456-03,2.946019090556905e-06
38-1456-03,0.0
38-1456-03,-5.891459636028509e-06
38-1456-03,0.0
38-1456-03,5.8908812045478895e-06
38-1456-03,-5.890592031398877e-06
38-1456-03,2.9451514433192445e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.944717811323635e-06
38-1456-03,-2.944573295699792e-06
38-1456-03,0.0
38-1456-03,-2.9442843070016134e-06
38-1456-03,5.888279667846206e-06
38-1456-03,-2.9439946209839254e-06
38-1456-03,2.9438494252573804e-06
38-1456-03,-2.9437042438520297e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.9429823047270298e-06
38-1456-03,2.9428379593930264e-06
38-1456-03,2.9426936282178268e-06
38-1456-03,-2.942549311199347e-06
38-1456-03,0.0
38-1456-03,2.942260719624217e-06
38-1456-03,-2.9421164450634025e-06
38-1456-03,2.9419721846522855e-06
38-1456-03,-2.9418760198648195e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.9415369530589554e-06
38-1456-03,2.941392749467855e-06
38-1456-03,2.941248560014708e-06
38-1456-03,-2.941104384697436e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.940095553106458e-06
38-1456-03,5.879902981602767e-06
38-1456-03,-2.939807442613491e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9382213141726542e-06
38-1456-03,-2.9380774354769273e-06
38-1456-03,0.0
38-1456-03,2.9377897203540094e-06
38-1456-03,0.0
38-1456-03,1.3045129694580672e-18
38-1456-03,-5.8747150053380635e-06
38-1456-03,2.9372129608643806e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.936493454467672e-06
38-1456-03,2.9363497449375712e-06
38-1456-03,-2.93620604947283e-06
38-1456-03,5.872124736142768e-06
38-1456-03,0.0
38-1456-03,-2.93577504745012e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9349117403470373e-06
38-1456-03,-2.9347673443974808e-06
38-1456-03,0.0
38-1456-03,-2.934480277167807e-06
38-1456-03,5.868673529223536e-06
38-1456-03,-5.868386532184364e-06
38-1456-03,5.868099563213978e-06
38-1456-03,-5.867812622308262e-06
38-1456-03,2.9337628547315492e-06
38-1456-03,0.0
38-1456-03,2.9334759839689817e-06
38-1456-03,-2.9333325696248823e-06
38-1456-03,2.9331891693015265e-06
38-1456-03,-2.9330457829994637e-06
38-1456-03,-5.8658048214319735e-06
38-1456-03,8.798274921064759e-06
38-1456-03,-1.3023423306385772e-18
38-1456-03,2.932470139242743e-06
38-1456-03,-5.864653646457233e-06
38-1456-03,-2.9321835212221178e-06
38-1456-03,5.864080466442389e-06
38-1456-03,-5.863793918447585e-06
38-1456-03,2.9317536992278602e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.930894433168211e-06
38-1456-03,-5.861502542250236e-06
38-1456-03,2.9306081230670874e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9296039633726004e-06
38-1456-03,-2.929460927366878e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9290319031424155e-06
38-1456-03,-5.857777845981625e-06
38-1456-03,2.928745956797627e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9283171419481426e-06
38-1456-03,-1.3003702507984088e-18
38-1456-03,-2.9280298462277488e-06
38-1456-03,0.0
38-1456-03,-2.927743352612071e-06
38-1456-03,2.927600498230441e-06
38-1456-03,-2.927457657790116e-06
38-1456-03,8.781944493858067e-06
38-1456-03,-8.781516056153562e-06
38-1456-03,5.854058440167142e-06
38-1456-03,-2.9268864353815662e-06
38-1456-03,2.92674366460937e-06
38-1456-03,-5.853201815529886e-06
38-1456-03,2.9264581648462466e-06
38-1456-03,-2.926315435851244e-06
38-1456-03,2.9261727207778975e-06
38-1456-03,2.926029183436429e-06
38-1456-03,-5.85177132035225e-06
38-1456-03,2.9257421509949114e-06
38-1456-03,2.925599491832408e-06
38-1456-03,-2.9254568465813455e-06
38-1456-03,2.9253142152396893e-06
38-1456-03,-2.9251715978054053e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.9246012671013098e-06
38-1456-03,2.924458719173381e-06
38-1456-03,2.9243161851406276e-06
38-1456-03,-2.9241736650010147e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.922747000547375e-06
38-1456-03,1.2978971823132567e-18
38-1456-03,-2.922462279953241e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-8.766105909164047e-06
38-1456-03,1.1687572020584113e-05
38-1456-03,0.0
38-1456-03,1.2974547884526941e-18
38-1456-03,-2.921465360983751e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.9210370086440903e-06
38-1456-03,8.762684423839355e-06
38-1456-03,-2.920752621094113e-06
38-1456-03,-2.920610448082459e-06
38-1456-03,-2.920468288912494e-06
38-1456-03,5.840652287161802e-06
38-1456-03,-2.9201840120856584e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.9197577005978357e-06
38-1456-03,0.0
38-1456-03,5.838947124168033e-06
38-1456-03,-2.9193315135644687e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9186192606505525e-06
38-1456-03,-2.9184772952497913e-06
38-1456-03,2.9183353436591183e-06
38-1456-03,-2.918193405876518e-06
38-1456-03,-2.918051481899976e-06
38-1456-03,2.91790957172748e-06
38-1456-03,2.9177676753570125e-06
38-1456-03,-2.9176257927865626e-06
38-1456-03,-2.9174839240141172e-06
38-1456-03,2.9173420690376625e-06
38-1456-03,2.9172002278551876e-06
38-1456-03,1.2954341601489893e-18
38-1456-03,-2.9169157558783592e-06
38-1456-03,0.0
38-1456-03,-2.916630508551086e-06
38-1456-03,2.916488736550638e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.915355056524623e-06
38-1456-03,5.830426816977537e-06
38-1456-03,-2.9150717742167203e-06
38-1456-03,2.9149301537077666e-06
38-1456-03,-2.9147885469573134e-06
38-1456-03,0.0
38-1456-03,-2.914503899544529e-06
38-1456-03,8.743084794301433e-06
38-1456-03,-5.828440093167452e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9137954745239033e-06
38-1456-03,-2.9136539779943133e-06
38-1456-03,-2.9135124952064535e-06
38-1456-03,5.826742052316643e-06
38-1456-03,-2.913229570847918e-06
38-1456-03,-5.826176258546479e-06
38-1456-03,8.738840104296862e-06
38-1456-03,-2.91280528732306e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9123802989608366e-06
38-1456-03,-5.824476223029842e-06
38-1456-03,5.824191875904001e-06
38-1456-03,-2.911954606432319e-06
38-1456-03,2.9118132886303375e-06
38-1456-03,-2.911671984544059e-06
38-1456-03,2.9115306941727792e-06
38-1456-03,-2.9113894175119156e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.9108244479456505e-06
38-1456-03,1.292603020092124e-18
38-1456-03,2.910542045379609e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9098340743644522e-06
38-1456-03,-2.909692962302325e-06
38-1456-03,0.0
38-1456-03,-2.9094107792333655e-06
38-1456-03,5.818539416445105e-06
38-1456-03,-2.9091286508915295e-06
38-1456-03,0.0
38-1456-03,5.8176931545230875e-06
38-1456-03,-5.817411121915912e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.9077171780232883e-06
38-1456-03,5.8151508910500856e-06
38-1456-03,-2.907434552436473e-06
38-1456-03,2.9072936730018236e-06
38-1456-03,-2.907152807219109e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.9061671288276473e-06
38-1456-03,5.812052744378015e-06
38-1456-03,-2.905885629184458e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9051796456614844e-06
38-1456-03,-5.8100779693187e-06
38-1456-03,5.809796674554825e-06
38-1456-03,-2.9047577035136926e-06
38-1456-03,2.904617083367505e-06
38-1456-03,-5.8089529536685814e-06
38-1456-03,2.9043358839133634e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.903351381082639e-06
38-1456-03,-5.806420333156919e-06
38-1456-03,2.90306896581052e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9022264294626074e-06
38-1456-03,-5.804172108563638e-06
38-1456-03,2.9019456926797353e-06
38-1456-03,2.901805344654387e-06
38-1456-03,-2.9016650102038038e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.9012440882796637e-06
38-1456-03,-2.901102986106628e-06
38-1456-03,0.0
38-1456-03,-2.900914325164744e-06
38-1456-03,5.80164164586325e-06
38-1456-03,-8.702041751064271e-06
38-1456-03,1.4502701790015994e-05
38-1456-03,-5.80080029175074e-06
38-1456-03,-2.900259947301822e-06
38-1456-03,0.0
38-1456-03,-2.8999795908133143e-06
38-1456-03,2.8998394328937808e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.8992789366679466e-06
38-1456-03,5.798276236062143e-06
38-1456-03,-2.8989973102713227e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.8985764337500786e-06
38-1456-03,-2.8984364114254643e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.8980164256090194e-06
38-1456-03,5.795752914765609e-06
38-1456-03,1.2868535138273398e-18
38-1456-03,-5.795193122977615e-06
38-1456-03,2.8974566338158197e-06
38-1456-03,2.8973167196566593e-06
38-1456-03,-2.8971768190093676e-06
38-1456-03,2.897036931870701e-06
38-1456-03,-2.896896238621613e-06
38-1456-03,-2.8967555590372654e-06
38-1456-03,-1.2863554191238023e-18
38-1456-03,2.896475060237004e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.895776098299608e-06
38-1456-03,-5.791272692781841e-06
38-1456-03,2.895496607970606e-06
38-1456-03,2.895356883036711e-06
38-1456-03,-2.895217171587284e-06
38-1456-03,-2.895077473620371e-06
38-1456-03,5.78987557826805e-06
38-1456-03,-2.8947981181262896e-06
38-1456-03,-2.8946577316182596e-06
38-1456-03,2.8945173615187172e-06
38-1456-03,2.8943770050323974e-06
38-1456-03,-2.894237388130009e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,-2.8933999694929566e-06
38-1456-03,8.679781340493156e-06
38-1456-03,-8.679362812873035e-06
38-1456-03,1.1571925767483558e-05
38-1456-03,-8.678525878707504e-06
38-1456-03,-2.892702490716806e-06
38-1456-03,2.8925630353118596e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.8921422989652725e-06
38-1456-03,-5.7840057951335855e-06
38-1456-03,2.8918635096059736e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.8907488894421316e-06
38-1456-03,-2.8906096223328724e-06
38-1456-03,-2.8904703686418614e-06
38-1456-03,2.8903311283671595e-06
38-1456-03,2.8901911747778073e-06
38-1456-03,-2.890051237525401e-06
38-1456-03,-2.8899113110394384e-06
38-1456-03,2.889772124620284e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.8893546457946058e-06
38-1456-03,-5.7784310259803735e-06
38-1456-03,8.667229180755115e-06
38-1456-03,-5.777967311370145e-06
38-1456-03,0.0
38-1456-03,2.888798194962247e-06
38-1456-03,-2.888659115741591e-06
38-1456-03,-2.888520049912037e-06
38-1456-03,2.8883809974716544e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.88782247808212e-06
38-1456-03,-5.775366985587571e-06
38-1456-03,5.7750890417659816e-06
38-1456-03,-2.8874055623478054e-06
38-1456-03,-2.8872666171862983e-06
38-1456-03,2.8871276853965383e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.88615336856767e-06
38-1456-03,-2.886014543891043e-06
38-1456-03,0.0
38-1456-03,-2.88573693459894e-06
38-1456-03,2.88559814997961e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.8851818762053935e-06
38-1456-03,-5.770086289937656e-06
38-1456-03,1.153961770829256e-05
38-1456-03,-8.654294729241042e-06
38-1456-03,0.0
38-1456-03,-2.8844859155741646e-06
38-1456-03,5.768694502514264e-06
38-1456-03,-5.768417200542657e-06
38-1456-03,2.884069962614829e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.8836541296019414e-06
38-1456-03,2.883515545244725e-06
38-1456-03,-5.766753948410573e-06
38-1456-03,-5.766476832968532e-06
38-1456-03,5.766199744158207e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.8825451074600344e-06
38-1456-03,-2.8824059068554336e-06
38-1456-03,-2.8822667224635736e-06
38-1456-03,1.2799220667425451e-18
38-1456-03,5.763979667365114e-06
38-1456-03,-2.8818514092414964e-06
38-1456-03,2.8817129980983666e-06
38-1456-03,-5.763149200497382e-06
38-1456-03,2.8814362156918347e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.8811594864489205e-06
38-1456-03,-2.881021141759032e-06
38-1456-03,5.761765620706054e-06
38-1456-03,-5.761488984463098e-06
38-1456-03,0.0
38-1456-03,-2.880467085481271e-06
38-1456-03,2.8803279970047023e-06
38-1456-03,0.0
38-1456-03,-2.8800506704591585e-06
38-1456-03,2.8799124322303035e-06
38-1456-03,-2.8797742072725562e-06
38-1456-03,8.63890798674307e-06
38-1456-03,-5.7589955943114245e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.8789451360765755e-06
38-1456-03,-2.87880700395288e-06
38-1456-03,-2.8786688850837395e-06
38-1456-03,2.8785307794672462e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,5.755400536207588e-06
38-1456-03,-5.755124510818459e-06
38-1456-03,0.0
38-1456-03,-2.8772862697303038e-06
38-1456-03,2.877148296742133e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.876596537086994e-06
38-1456-03,-2.8764586302380798e-06
38-1456-03,0.0
38-1456-03,-2.8761828562047844e-06
38-1456-03,2.8760441811538294e-06
38-1456-03,0.0
38-1456-03,5.751533742331932e-06
38-1456-03,-5.75125808770733e-06
38-1456-03,-2.8754912297527096e-06
38-1456-03,5.750706857719849e-06
38-1456-03,-2.8752156411740482e-06
38-1456-03,0.0
38-1456-03,-2.8749401054154306e-06
38-1456-03,2.874802357338893e-06
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,0.0
38-1456-03,2.874249076441738e-06
38-1456-03,-5.748222789149428e-06
38-1456-03,2.8739737258974913e-06
38-1456-03,2.873836070408177e-06
